特約商店名稱,營業地址
麻古茶坊－鳳山經武店,高雄市鳳山區 經武路２００號
麻古茶坊鳳山鳳西店,高雄市鳳山區 五甲一路１０６號１Ｆ
麻古茶坊－慶豐店,高雄市鼓山區 慶豐街１２號１樓
麻古茶坊－澄清店,高雄市鳳山區 澄清路３００號１樓
麻古茶坊－澄清店,高雄市鳳山區 澄清路３００號１Ｆ
麻古茶坊－橋頭店,高雄市橋頭區 隆豐路１４１號１樓
勝野町　日式料理,高雄市新興區 信守街１２１號１樓
博客停車場開發股份有限公司左營自由場,高雄市左營區 自由二路１７３號
博客停車場開發股份有限公司家福岡山場,高雄市岡山區 岡山路２８８號
博客停車場開發股份有限公司家福南屏場,高雄市左營區 新下里南屏路３６９號
博客停車場開發股份有限公司家福重和場,高雄市左營區 福山里文川路３２３號
博客停車場開發股份有限公司高雄七賢場,高雄市前金區 七賢二路１８６號
博客停車場開發股份有限公司高雄博愛場,高雄市鼓山區 博愛一路４６８號旁
博客停車場開發股份有限公司博愛大樓場,高雄市三民區 博愛一路３００號Ｂ１－Ｂ５
博客停車場開發股份有限公司楠梓藍田場,高雄市楠梓區 藍田路２６７號
博客停車場開發股份有限公司鳳山五甲場,高雄市鳳山區 五甲三路２１１號
博客停車場開發股份有限公司燦坤瑞隆場,高雄市前鎮區 瑞東里瑞隆路４０１號之停車場
博客停車場開發股份有限公司寶雅五福場,高雄市鳳山區 五福二路３號
博客停車場開發股份有限公司寶雅惠民場,高雄市楠梓區 惠民路２３０號
博客停車場開發股份有限公司寶雅藍田場,高雄市楠梓區 藍田路２７９號
喜得炭火燒三明治（左營立大店）,高雄市左營區 立大路１８５號一樓
喬壬停車場,高雄市左營區 新庄仔路和新庄仔路７３巷路口
壹欣至聖南屏停車場,高雄市鼓山區 龍中段２０地號（南屏路５９７號後面）
壹欣至聖南屏停車場,高雄市鼓山區 龍中段２０地號（南屏路５９７號後面）
壹欣勇全路停車場,高雄市仁武區 勇全路２１２號旁
壹欣勇全路停車場,高雄市仁武區 勇全路２１２號旁
壹欣篤敬文信停車場,高雄市鼓山區 龍華段八小段２４１２、２４１３地號　（篤敬路３１號對面）
壹欣篤敬文信停車場,高雄市鼓山區 龍華段八小段２４１２、２４１３地號（篤敬路３１號對面）
智能文衡文安停車場,高雄市鳳山區 文衡路４８５號旁
智能文衡文安停車場,高雄市鳳山區 文衡路４８５號旁（大貝湖段１５２。１５３地號）
智能平等五權停車場,高雄市鳳山區 平等路１５６－１號對面
智能平等五權停車場,高雄市鳳山區 平等路１５６－１號對面
智能崑明街停車場,高雄市前鎮區 一心二路１６７巷１１號對面
智能崑明街停車場,高雄市前鎮區 一心二路１６７巷１１號對面
棧貳庫西停車場,高雄市鼓山區 臨海新路３３號
棧貳庫東停車場,高雄市鼓山區 蓬萊路１７號
棨賢忠孝忠仁停車場,高雄市鳥松區 忠仁路４０－１號對面
棨賢重信華夏停車場,高雄市左營區 重信路４８３號旁空地
棨賢重信華夏停車場,高雄市左營區 重信路４８３號旁空地
棨賢新庄重清停車場,高雄市左營區 新庄仔路３９５號旁
棨賢新庄重清停車場,高雄市左營區 新庄仔路３９５號旁
棨賢德中援港停車場,高雄市楠梓區 德中路５２６號對面空地
森林仁親蔬食,高雄市前鎮區 文橫三路１９４號１樓
菟絲胖烘培,高雄市湖內區 湖中路６５５號１樓
華益國際開發有限公司－ＧｏＰａｒｋｉｎｇ高雄鳳山新,高雄市鳳山區 新甲路與新甲路３１巷口
華益國際開發有限公司－高雄大昌場,高雄市三民區 大昌一路３０６號西北側
華益國際開發有限公司高雄新田文橫停車場,高雄市新興區 文橫二路１５０號東南側
華益資產開發有限公司,高雄市新興區 民生一路５６號１８Ｆ之６
華益資產開發有限公司－ＧｏＰａｒｋｉｎｇ高雄忠孝鐵,高雄市三民區 忠孝一路與忠孝一路５５６巷交叉口
華益資產開發有限公司高雄堅如路停車場,高雄市三民區 堅如路４６號東北側
華益資產開發有限公司高雄康平遼寧停車場,高雄市三民區 康平街１１５號－１旁
華益資產開發有限公司鳳山北明街停車場,高雄市鳳山區 北明街與文化街８２巷交叉口
街頭咖啡－大順店,高雄市苓雅區 建國一路２０１號１樓
街頭咖啡－自強建國店,高雄市三民區 自強一路２０３號１樓
街頭咖啡－岡山店,高雄市岡山區 岡山路２１９號
街頭咖啡－嫩江店,高雄市三民區 嫩江街８６號１樓
街頭咖啡－旗津店,高雄市旗津區 振興里通山路３３號１樓
街頭咖啡－漢民店,高雄市小港區 大鵬路６１號１樓
詠心蚵仔煎,高雄市楠梓區 藍田路２３３號１樓
貿林延慶慶雲停車場,高雄市三民區 大港段３５４０、３５４１地號（延慶街２０２號對面）
貿林延慶慶雲停車場,高雄市三民區 大港段３５４０、３５４１地號（延慶街２０２號對面）
閑室珈琲,高雄市三民區 十全一路３７５號２樓
順就是健康的天堂（順義）,高雄市鼓山區 華泰路２９７號１樓
黃燜雞米飯－高雄店,高雄市新興區 中正三路１之１２號一樓
黑沃咖啡－路科店,高雄市路竹區 路科三路３號
新長越企業有限公司大同醫院第二停車場,高雄市前金區 新盛二街、民生路交叉口
新長越企業有限公司小港醫院門診地下停車場,高雄市小港區 山明路４８２號門診大樓地下１、２樓
新長越企業有限公司中六合停車場,高雄市前金區 六合二路２８１號空地
新長越企業有限公司仁智街停車場,高雄市苓雅區 仁智街１９９號旁空地
新長越企業有限公司六和錦田停車場,高雄市新興區 新興段一小段５８２、５８３及５８４地號（高雄市新興區六合
新長越企業有限公司成功六合停車場,高雄市前金區 六合二路與成功一路路口
新長越企業有限公司自立一停車場,高雄市三民區 自立一路９５號對面空地
新長越企業有限公司自強一路停車場,高雄市前金區 自強一路、武強街口
新長越企業有限公司自強三路停車場,高雄市前金區 光明街３號旁（文東段１０２５、１０２６地號）
新長越企業有限公司高雄大同醫院停車場,高雄市前金區 復元里中華三路６８號（１樓、Ｂ２）
新長越企業有限公司高雄小港醫院停車場,高雄市小港區 山明路４８２號１樓、地下一樓
新長越企業有限公司高雄小港醫院第四停車場,高雄市小港區 漢志街２８號對面空地
新長越企業有限公司新堀江停車場,高雄市前金區 中山二路５９６號旁空地
新詠科技－高雄ＩＫＥＡ停車場,高雄市前鎮區 中華五路１２０１號Ｂ１及Ｂ２
楓茶記－高雄店,高雄市左營區 至聖路２９１號
楠枳九如大昌停車場,高雄市三民區 九如一路３８３號的對面
楠枳九如大昌停車場,高雄市三民區 九如一路３８３號的對面
楠枳系統有限公司過勇過埤停車場　（ＥＣ）,高雄市鳳山區 過埤里過勇路２５２號旁空地
楠枳曾子重立停車場,高雄市左營區 曾子路２１０巷２３號右邊
楠枳曾子重立停車場,高雄市左營區 曾子路２１０巷２３號右邊
楠枳德民興泰停車場,高雄市楠梓區 德民路１０２６號旁
楠枳德民興泰停車場,高雄市楠梓區 德民路１０２６號旁
楠梓加仁路停車場,高雄市楠梓區 加仁路６０號旁
瑞豐東門路停車場,高雄市左營區 東門路１１７巷５１號旁
萬波島嶼紅茶　高雄富國店,高雄市左營區 富國路１號
萬波島嶼紅茶－後昌店,高雄市左營區 後昌路６８３號
萬波島嶼紅茶－高雄岡山店,高雄市岡山區 壽天路１０３之６號１樓
萬波島嶼紅茶－高雄武廟店,高雄市苓雅區 武廟路１９０號
萬波島嶼紅茶－高雄華榮店,高雄市鼓山區 華榮路３１３號
萬波島嶼紅茶－高雄裕誠店,高雄市左營區 裕誠路２４１號１Ｆ
萬波島嶼紅茶－路竹中正店,高雄市路竹區 中正路１７１號１樓
萬波島嶼紅茶－鳳山青年店,高雄市鳳山區 青年路二段３２２號
葉氏豆匠,高雄市三民區 民族一路５４３巷１６號１樓
蜂鳥生活圈未來商店（愛洗衫美術北三店）,高雄市鼓山區 美術北三路６６號
蜂鳥生活圈未來商店（歐日大寮中正店）,高雄市大寮區 中正路８４號
蜂鳥生活圈未來商店（歐日岡山大仁店）,高雄市岡山區 大仁路１９號
蜂鳥生活圈未來商店（歐日高雄　仁愛店）,高雄市大寮區 仁愛路３０號
蜂鳥生活圈未來商店（歐日高雄正義店）,高雄市苓雅區 正義路１４６號
蜂鳥生活圈未來商店（歐日高雄保泰店）,高雄市前鎮區 保泰路２２９號
蜂鳥生活圈無人商店（Ｏｄａｙ　高雄公正店）,高雄市前鎮區 二聖路１８９號
蜂鳥生活圈無人商店（洗多屋　高雄二聖店）,高雄市前鎮區 二聖二路９９號
蜂鳥生活圈無人商店（洗多屋自助洗衣　高雄熱河店）,高雄市三民區 熱河二街３３９號
蜂鳥生活圈無人商店（高雄灣復店）,高雄市三民區 灣復街１７號
蜂鳥生活圈無人商店（歐日大社高雄旗艦店）,高雄市大社區 翠屏路８４巷３號
蜂鳥生活圈無人商店（歐日自助洗衣　高雄大豐店）,高雄市三民區 大豐一路７３號
蜂鳥生活圈無人商店（歐日自助洗衣　鳳山文化店）,高雄市鳳山區 文化西路７０巷１２弄１１號
蜂鳥生活圈無人商店（歐日前鎮大禹店）,高雄市前鎮區 大禹街３６之１號
蜂鳥生活圈無人商店（歐日楠梓興楠店）,高雄市楠梓區 興楠路６１號
裕誠泰閤停車場,高雄市鼓山區 龍中段１４４地號（裕誠路１６９１號北側空地）
詮營股份有限公司高雄（七）收費處,高雄市鼓山區 青海路２２７號旁空地
詮營股份有限公司高雄（二）收費處,高雄市左營區 高鐵路４００號旁
詮營股份有限公司高雄（十）收費處,高雄市前金區 自強二路１０２巷旁空地
酬信大順覺民停車場,高雄市三民區 大順二路６３號旁
酬信大順覺民停車場,高雄市三民區 大順二路６３號旁
酬信博愛立信停車場,高雄市左營區 博愛二路４５０號旁
酬信博愛立信停車場,高雄市左營區 博愛二路４５０號旁
酬善國光后平停車場,高雄市前鎮區 國光路１４９號旁空地
酬善國光后平停車場,高雄市前鎮區 國光路１４９號旁空地
酬勤十全中華停車場,高雄市三民區 新都段１１３地號
酬勤十全中華停車場,高雄市三民區 新都段１１３地號
酬勤文昌文教停車場,高雄市鳳山區 文教路２３號對面
酬勤文昌文教停車場,高雄市鳳山區 文教路２３號對面
酬勤裕興路停車場,高雄市鼓山區 裕興路１２９巷１８號旁
酬勤裕興路停車場,高雄市鼓山區 裕興路１２９巷１８號旁
酬薪一心籬仔內停車場,高雄市前鎮區 籬仔內路１６６號斜對面
酬薪一心籬仔內停車場,高雄市前鎮區 籬仔內路１６６號斜對面
鼎中停車場,高雄市三民區 鼎中路５５２－１號
鼎吉鍋物,高雄市路竹區 中和街１６８號
鼓山裕興營業所（Ａ０４８９０１＿鼓山裕興）,高雄市鼓山區 中華一路４５號旁停車場
嘉申智能櫃,高雄市三民區 金山路１８巷２３弄８號２樓
嘉申智能櫃　（高雄車站　７０７００１）,高雄市三民區 建國二路３２０號地下二層（２號出口）
嘉申智能櫃　（漢神巨蛋７１８００１）,高雄市左營區 博愛二路７７７號Ｂ１Ｆ、１Ｆ、２Ｆ、４Ｆ
嘉申智能櫃（７２２００１　鼓山輪渡站）,高雄市鼓山區 濱海二路１號
嘉申智能櫃（三多商圈站　７０５００１）,高雄市前鎮區 中山二路２６８號地下一層（４號出口）
嘉申智能櫃（大東站　７０８００１）,高雄市鳳山區 光遠路２２６號地下一層（２號出口）
嘉申智能櫃（中央公園站　７０６００１）,高雄市前金區 中山一路１１號地下一層（３號出口）
嘉申智能櫃（文化中心站　７１７００１）,高雄市苓雅區 中正二路４５號地下一層（３號出口）
嘉申智能櫃（凹子底站　７１０００１）,高雄市鼓山區 博愛二路２１號地下一層（１號出口）
嘉申智能櫃（凹子底站７１０００２）,高雄市鼓山區 博愛二路２１號地下一樓（４號出口）
嘉申智能櫃（左營站　７０２００１）,高雄市左營區 高鐵路１０７號地下一層（１號出口）
嘉申智能櫃（巨蛋站　７０１００１）,高雄市左營區 博愛二路４８５號地下一層（２號出口）
嘉申智能櫃（前金站　７１６００１）,高雄市前金區 中正四路１９２－１號地下一層（２號出口）
嘉申智能櫃（哈瑪星站　７１１００１）,高雄市鼓山區 臨海二路１７－１號地下一層（２號出口）
嘉申智能櫃（後驛站　７０９００１）,高雄市三民區 博愛一路２２０號地下一層（１號出口）
嘉申智能櫃（美麗島站　７０３００１）,高雄市新興區 中山一路１１５號地下Ｂ１、Ｂ２
嘉申智能櫃（草衙站７２０００１）,高雄市前鎮區 翠亨南路５５５號地下一樓（３號出口）
嘉申智能櫃（高雄車站７０７００２）,高雄市三民區 建國二路３２０號地下二層（３號出口）
嘉申智能櫃（凱旋站　７１２００１）,高雄市前鎮區 中山三路１號地下一層（２號出口）
嘉申智能櫃（新光三多店　７０５００２）,高雄市前鎮區 三多三路２１３號Ｂ１
嘉申智能櫃（新光左營店　７００００１）,高雄市左營區 高鐵路１１５號Ｂ２Ｆ、１Ｆ、２Ｆ
嘉申智能櫃（獅甲站　７１５００１）,高雄市前鎮區 中山三路１５０號地下一層（４號出口）
嘉申智能櫃（漢神本館７１９００１）,高雄市前金區 成功一路２６６之１號７樓
嘉申智能櫃（鳳山西站７２１００１）,高雄市鳳山區 自由路２８１號地下一樓（１號出口）
嘉申智能櫃（衛武營站　７１４００１）,高雄市苓雅區 中正一路２號地下一層（４號出口）
嘉申智能櫃（鹽埕埔站　７１３００１）,高雄市鹽埕區 大勇路９６號地下一層（１號出口）
嘎逼＆牛奶（餐飲部）,高雄市梓官區 信義路２５６號旁
嫩嫩燒肉飯－富國店,高雄市左營區 富國路１１１號
實全中華路停車場,高雄市前鎮區 中華五路１４６８號對面
實全中華路停車場,高雄市前鎮區 中華五路１４６８號對面
旗津貝殼館Ａ營業所（Ａ０６６８０１１＿旗津貝殼館Ａ,高雄市鼓山區 旗津三路８８７號旁空地停車場
旗津貝殼館Ｂ營業所（Ａ０６１００１１＿旗津貝殼館Ｂ,高雄市鼓山區 旗津三路５２號對面空地停車場
旗津燈塔營業所（Ａ０５８３０１１＿旗津燈塔）,高雄市旗津區 海岸路３６－１號旁停車場
滷台味楠梓後昌,高雄市楠梓區 後昌路１０８０號１樓
漢堡克Ｂｕｒｇｅｒ　Ｇｒａｍ,高雄市前鎮區 林森三路８７號１樓
福滿竹機車停車場,高雄市路竹區 中正路２９５之３號旁
精采好茶－六合店,高雄市新興區 六合一路１５９之５號１樓
蓁心素食坊,高雄市楠梓區 德民路９１９號
蓁淉蔬食麵坊,高雄市大社區 中山路４８１號１樓
遠創－五都文守停車場,高雄市左營區 菜公里菜公段二小段６８４－２地號
遠創－五都左營站前停車場,高雄市左營區 站前路１００號
遠創－五都高雄重平停車場,高雄市左營區 福山段４４７地號
遠創－五都高雄重和停車場,高雄市左營區 福山段４７８，４７８－１，４７８－２地號
遠創－五都停車場高鐵左營站,高雄市左營區 站前一街２號旁
遠創－芳美妍鳳山桂明,高雄市鳳山區 頂豐街與頂賢街交叉口
遠創－昱亨停車岡山介壽場,高雄市岡山區 介壽路１００號旁
遠創－神通資訊科技林森四路,高雄市前鎮區 林森四路及啟聖街口
遠創－國雲科技岡山大仁,高雄市岡山區 大仁北路３號
遠創－鴻海高雄軟體園區停車場,高雄市前鎮區 成功二路２５號
遠創－禮頓前鎮崗山中街,高雄市前鎮區 崗山中街６４號旁空地
鳳杉七賢河西停車場,高雄市鹽埕區 七賢二路４２３號對面
鳳杉七賢河西停車場,高雄市鹽埕區 七賢二路４２３號對面
鳳杉九如延吉停車場,高雄市三民區 九如一路８５８號旁
鳳杉九如延吉停車場,高雄市三民區 九如一路８５８號旁
鳳杉中山青年停車場,高雄市前金區 青年二路６號旁空地
鳳杉中山青年停車場,高雄市前金區 青年二路６號旁空地
鳳杉市中建國停車場,高雄市三民區 市中一路４５６號對面
鳳杉市中建國停車場,高雄市三民區 市中一路４５６號對面
齊杉中山橫路停車場,高雄市新興區 中山橫路６５號旁
齊杉中山橫路停車場,高雄市新興區 新興段四小段１８４６地號（中山橫路６５號旁）
齊杉鼎中鼎貴停車場,高雄市三民區 鼎中路７１０號旁
齊杉鼎中鼎貴停車場,高雄市三民區 鼎中路７１０號旁
齊津同盟美都停車場,高雄市三民區 新都段５９地號（同盟三路６４２號旁）
齊津同盟美都停車場,高雄市三民區 新都段５９地號（同盟三路６４２號旁）
齊津科技民族同盟停車場,高雄市三民區 建生段２８地號（民族一路１５７號旁）
齊津科技民族同盟停車場,高雄市三民區 建生段２８地號（民族一路１５７號旁）
齊津科技有限公司河北繼光停車場,高雄市三民區 河北二路８２號旁
齊津科技有限公司河北繼光停車場　（ＥＣ）,高雄市三民區 河北二路８２號旁
齊津科技有限公司樹德路停車場　（ＥＣ）,高雄市橋頭區 德松里樹德路２６５號旁
齊津美都德裕停車場,高雄市三民區 新都段６１地號（同盟三路７１０號後面）
齊津美都德裕停車場,高雄市三民區 新都段６１地號（同盟三路７１０號後面）
齊津凱旋民族停車場,高雄市三民區 凱旋一路２３３號旁
齊津凱旋民族停車場,高雄市三民區 凱旋一路２３３號旁
墨門珈琲,高雄市新興區 六合一路２０號１樓
廟口粄條,高雄市美濃區 中興路１段７９３號１樓
槿韓食堂,高雄市三民區 河北一路３００號１樓
樂食糖,高雄市鳳山區 王生明路２３巷９４號
歐特儀ＣＡＲＩＮ停車場－小港機場,高雄市小港區 中山四路２號
歐特儀ＣＡＲＩＮ停車場－高雄榮總,高雄市左營區 大中一路３８６號
歐特儀ＣＡＲＩＮ停車場－高雄管仲場,高雄市前鎮區 管仲南路３６０號對面空地
歐特儀ＣＡＲＩＮ停車場－鳳山車站地下法定停車場,高雄市鳳山區 曹公里曹公路１３７號
澎派,高雄市三民區 建工路４３６號１樓
蓬萊停車場,高雄市鼓山區 蓬萊二路１０號
蔦松系統有限公司成功路停車場,高雄市苓雅區 成功一路１９９號旁
蔦松系統有限公司成功路停車場　（ＥＣ）,高雄市苓雅區 成功一路１９９號旁
蔦松博愛重立停車場,高雄市左營區 博愛三路６６３號旁（新光段９地號）
蔦松博愛重立停車場,高雄市左營區 博愛三路６６３號旁（新光段９地號）
蔦松福德建民停車場,高雄市苓雅區 建民路１２２號對面空地
蔦松福德建民停車場,高雄市苓雅區 建民路１２２號對面空地
寰宇綠能九如永年停車場,高雄市三民區 大港段３５１１之５、３５１６等地號（九如一路９４８號右邊
寰宇綠能九如永年停車場,高雄市三民區 大港段３５１１之５等地號（九如一路９４８號右邊）
戰鬥雞－三民陽明店,高雄市三民區 陽明路１３８號１樓
樺達奶茶高雄美術館概念店,高雄市鼓山區 美術東四路１３０號１樓
橫山家－七賢店,高雄市新興區 七賢一路３０１號１樓
橫山家－七賢店（ＥＣ）,高雄市新興區 七賢一路３０１號１樓
橫濱九田日系拉麵,高雄市鳳山區 光遠路２０號１樓
橫濱九田日系拉麵－建國店,高雄市苓雅區 建國一路１１７之４號
潞竹文橫民生停車場,高雄市新興區 文橫一路３９號旁
潞竹文橫民生停車場,高雄市新興區 文橫一路３９號旁
潞竹民生五福停車場,高雄市新興區 五福一街與民生路口旁
潞竹民生五福停車場,高雄市新興區 五福一街與民生路口旁
蕃茄村－前鎮廣東店,高雄市前鎮區 汕頭街５０號１樓
貓小白魚湯麵,高雄市左營區 重立路４９５號
錢都日式涮涮鍋－大寮鳳林店,高雄市大寮區 鳳林三路３６０－５號
錢都日式涮涮鍋－苓雅建國店,高雄市苓雅區 建國一路１７１號１Ｆ
錢都日式涮涮鍋－鳳山文衡店,高雄市鳳山區 文衡路５６２號
錦田肉燥飯自由店,高雄市左營區 自由二路１６５號１樓
霖雅建武建興停車場,高雄市三民區 建武路１０９號旁
霖雅建武建興停車場,高雄市三民區 建武路１０９號旁
霖雅國際有限公司冠源停車場,高雄市鳳山區 文福里青年路二段１９７號旁
霖雅國際有限公司冠源停車場（ＥＣ）,高雄市鳳山區 文福里青年路二段１９７號旁
霖園重美華夏停車場,高雄市左營區 華夏路１６４７號旁
霖園重美華夏停車場,高雄市左營區 華夏路１６４７號旁
霖園憲政憲昌停車場,高雄市苓雅區 憲政路１３２號對面
霖園憲政憲昌停車場,高雄市苓雅區 憲政路１３２號對面
霖園藍田援中停車場,高雄市楠梓區 藍田路２０號旁
霖園藍田援中停車場,高雄市楠梓區 藍田路２０號旁
龍巖股份有限公司光之門分公司,高雄市三民區 本館路６００巷３６號Ｂ１
懂得‧咖啡,高雄市左營區 勝利路８７號
聰明鴨肉店,高雄市新興區 復橫一路２７１號１樓
韓熙恩２４Ｈ無人拉麵店－高雄大昌店,高雄市三民區 大昌二路５６４號
韓熙恩２４Ｈ無人拉麵店－高雄忠孝店,高雄市苓雅區 忠孝二路１２２號１樓
韓熙恩無人拉麵店,高雄市楠梓區 藍田路１１０３號
韓熙恩無人拉麵店－高雄大社店,高雄市大社區 中山路５９號１Ｆ
韓熙恩無人拉麵店－高雄建興店,高雄市三民區 建興路２０９號１樓
點心食客,高雄市左營區 頂西里店仔頂路１４０號１Ｆ
職人餐廚　高雄中鋼店,高雄市小港區 中鋼路６２號
雙醬咖哩高雄路竹店,高雄市路竹區 大社路１５０號１Ｆ
鵝鵝漫遊,高雄市鼓山區 中華一路８５之４號
羅斯朵晴天現烘咖啡專門店,高雄市苓雅區 廣州一街１５３－３號
寶生停車場,高雄市前金區 博孝段第０４２８－０００地號（長生街２６旁）
寶如停車場,高雄市三民區 大順段３３９、３４０、３４０－１、３４１、３４１－１地號
寶成停車場,高雄市左營區 新庄段１３小段１４８３－２、１４８３－３地號（自由二路３
寶泰停車場,高雄市鹽埕區 五福四路１２８號旁空地
寶盛停車場,高雄市三民區 九如二路４４２號
寶盛停車場－七賢路１場,高雄市新興區 新興段一小段７３８地號（七賢一路１４７號旁空地）
寶盛停車場－七賢路２場,高雄市新興區 七賢一路１７６號旁空地
寶盛停車場－十全路場,高雄市三民區 大港段二小段１２３２地號（十全一路３３號旁空地）
寶盛停車場－大昌一路場,高雄市三民區 大昌一路３４７號旁空地
寶盛停車場－大順自由場,高雄市鼓山區 龍東段１、３地號（大順路與自由路交叉口）
寶盛停車場－文強路場,高雄市左營區 新民段１５９、１６０地號　重化街５３號旁空地
寶盛停車場－文龍東路場,高雄市鳳山區 文德里鳳青段２７８、２７９、２８０、２８６、２８７、２８
寶盛停車場－本館路場,高雄市鳥松區 大埤段２０、２１地號（本館路２３５號旁地號）
寶盛停車場－正心街場,高雄市左營區 新庄段十三小段１４３６－２地號（正心街８５號旁空地）
寶盛停車場－正忠路場,高雄市三民區 建興路２１號旁空地
寶盛停車場有限公司河堤路場,高雄市三民區 河堤段４、５、６、７、９地號（敦煌路１０２號對面空地）
寶盛停車場－昌盛路場,高雄市鼓山區 龍華段八小段２２７９地號（昌盛路２０號旁空地）
寶盛停車場－明華路２場,高雄市鼓山區 明誠里明華路２７６號旁空地
寶盛停車場－博愛四路場,高雄市左營區 福民段２４５地號（博愛四路２８０號旁空地）
寶盛停車場－華夏路場,高雄市左營區 華夏路１０６２號旁空地
寶盛停車場－新慶路場,高雄市左營區 新勝段２７、２８、２９、３０地號（新慶路３５號斜對面空地
寶盛停車場－裕誠路場,高雄市鼓山區 富農路３２８號後方空地
寶盛停車場－德威街場,高雄市左營區 新庄段十二小段１０７５、１０７７地號﹙富國路２２０號旁﹚
寶盛停車場－藍昌路場,高雄市楠梓區 藍昌路３７９號旁空地
寶盛停車場－鹽埕街場,高雄市鹽埕區 鹽埕街４號及５號旁空地
寶復停車場,高雄市前金區 光復一街６９號旁
寶華停車場,高雄市苓雅區 林德官段二小段３５２６－１地號（光華一路１４８之６號旁空
騰之雞排　大社金龍店,高雄市大社區 金龍路４０－３號
鶴茶樓－三民十全店,高雄市三民區 十全一路３４９、３５１號一樓
鶴茶樓－大社中山店,高雄市大社區 中山路３６０號
鶴茶樓－大寮和發店,高雄市大寮區 和發路１２號
鶴茶樓－仁武仁雄店,高雄市仁武區 仁雄路３６之１號
鶴茶樓－左營崇德店,高雄市左營區 崇德路２８３號１樓
鶴茶樓－岡山站前店,高雄市岡山區 岡山路２４４號１樓
鶴茶樓－苓雅武廟店,高雄市苓雅區 福德二路８號１樓
鶴茶樓－高雄瑞隆店,高雄市前鎮區 瑞隆路５６０號
鶴茶樓－楠梓德賢店,高雄市楠梓區 德賢路２０６號
鶴茶樓－瑞豐南屏店,高雄市鼓山區 南屏路５０５號１樓
鶴茶樓－路竹大社店,高雄市路竹區 大社路１１８號１樓
鶴茶樓－漢神自強店,高雄市前金區 自強三路２５１號１樓
鶴茶樓－鳳山五甲店,高雄市鳳山區 五甲二路６５７號一樓
鶴茶樓－鳳山光遠店,高雄市鳳山區 光遠路２７４號
鶴茶樓－鳳山青年店,高雄市鳳山區 青年路２段３７７號１樓
彎腰湯圓,高雄市鼓山區 南屏路５３７號
彎腰湯圓　高雄自強店,高雄市苓雅區 自強三路１１０號１樓
癮燒日嚐餐盒,高雄市鳳山區 青年路二段３９４號１樓
囍事快剪－自由店,高雄市左營區 自由三路２８４號
囍事快剪－明誠店,高雄市鼓山區 明誠三路７３２號１樓
囍事快剪－建興店,高雄市三民區 寶龍里建興路３１２號
鑫閣茶業－旗山店,高雄市旗山區 竹峰里中山路１８８號
