特約商店名稱,營業地址
水巷茶弄－鳳山濱山店,高雄市鳳山區 濱山街４６號１樓
水深咖啡,高雄市鳳山區 國光路７號
主恩的麵線羹,高雄市新興區 信守街１３２號１樓
卡雞麻韓式炸雞,高雄市左營區 裕誠路２７５號１樓
古早亭－高雄三民熱河店,高雄市三民區 熱河一街３６２號
古早亭－富民店,高雄市左營區 富民路２９５號１Ｆ
可不可熟成紅茶＿岡山維仁店,高雄市岡山區 維仁路８５號
可不可熟成紅茶＿前鎮瑞隆店,高雄市前鎮區 瑞隆路３５２號
可不可熟成紅茶＿高雄大寮店,高雄市大寮區 鳳林三路４３２號
可不可熟成紅茶＿高雄仁武店,高雄市仁武區 永仁街４２６號１樓
可不可熟成紅茶＿高雄文化店,高雄市苓雅區 林泉街９４號１樓
可不可熟成紅茶＿高雄左大店,高雄市左營區 左營大路１４４號
可不可熟成紅茶＿高雄正興店,高雄市三民區 正興路２０９號１樓
可不可熟成紅茶＿高雄自立店,高雄市新興區 自立二路１１８號１樓
可不可熟成紅茶＿高雄林園店,高雄市林園區 文化街１９９號１樓
可不可熟成紅茶＿高雄橋頭店,高雄市橋頭區 隆豐路１８２號１樓
可不可熟成紅茶＿高雄覺民店,高雄市三民區 覺民路１８８號
可不可熟成紅茶＿楠梓德賢店,高雄市楠梓區 德賢路２１４號
可不可熟成紅茶＿楠梓藍昌店,高雄市楠梓區 藍昌路３９０號１樓
可不可熟成紅茶＿漢神自強店,高雄市前金區 自強三路２５４號１樓
可不可熟成紅茶＿鳳山五甲店,高雄市鳳山區 自強二路１１５號１樓
可不可熟成紅茶＿鳳山光遠店,高雄市鳳山區 光遠路２８０號１樓
可不可熟成紅茶－仁武仁雄店,高雄市仁武區 赤山里仁雄路８６之４２號１樓
可不可熟成紅茶－左營崇德店,高雄市左營區 崇德路２６９號１樓
可不可熟成紅茶－左營裕誠店,高雄市左營區 裕誠路２３９號１樓
可不可熟成紅茶－高雄大社店,高雄市大社區 中山路２１６之１號
可不可熟成紅茶－高雄西子灣店,高雄市鼓山區 臨海二路２０之３號１樓
可不可熟成紅茶－高雄新光店,高雄市苓雅區 三多三路２３２號１樓
可不可熟成紅茶－高雄瑞豐店,高雄市鼓山區 華榮路２１３號１樓
可不可熟成紅茶－高雄路竹店,高雄市路竹區 大社路３７之１號
可不可熟成紅茶－高雄鼎中店,高雄市三民區 鼎中路３８１號１樓
可不可熟成紅茶－高雄旗山店,高雄市旗山區 延平一路６５８號１樓
可不可熟成紅茶－高雄熱河店,高雄市三民區 達德里熱河一街３４３號１樓
可不可熟成紅茶－楠梓鳳楠店,高雄市楠梓區 鳳楠路２７０之１號
可可快剪－土庫店,高雄市楠梓區 土庫二路２６６號
台鋼漢堡王股份有限公司台鋼科大門市部,高雄市路竹區 中山路１８２１號（第三宿舍１樓）
台鋼漢堡王股份有限公司高雄小港門市部,高雄市小港區 漢民路２８７、２８７－１號
台鋼漢堡王股份有限公司高雄分公司,高雄市三民區 港西里建國三路１１號１、２樓
台鋼漢堡王股份有限公司高雄右昌門市部,高雄市楠梓區 興昌里右昌街４２１號
台鋼漢堡王股份有限公司高雄明誠分公司,高雄市左營區 明誠二路４３９號１、２樓
台鋼漢堡王股份有限公司高雄建工分公司,高雄市三民區 建工路４４１號１樓、４４３號１樓
台鋼漢堡王股份有限公司高雄楠梓門市部,高雄市楠梓區 惠楠里楠梓新路２２８號１樓
台鋼漢堡王股份有限公司高雄瑞隆門市部,高雄市前鎮區 瑞崗里瑞隆路３４２號１．２樓
台鋼漢堡王股份有限公司高雄鳳山門市部,高雄市鳳山區 縣口里光遠路２９５號１．２樓
台鋼漢堡王股份有限公司高雄澄清門市部,高雄市三民區 寶華里澄清路３３９號１樓
台灣麥當勞ＭＤＳＣ－０２５,高雄市新興區 五福二路２５８號
台灣麥當勞ＭＤＳＣ－０２８,高雄市左營區 左營大路８１號
台灣麥當勞ＭＤＳＣ－０４８,高雄市鳳山區 中山路１７９號
台灣麥當勞ＭＤＳＣ－０６６,高雄市三民區 十全一路１９７號
台灣麥當勞ＭＤＳＣ－１５３,高雄市楠梓區 軍校路７９６號１樓
台灣麥當勞ＭＤＳＣ－１８３,高雄市楠梓區 建楠路１６０號
台灣麥當勞ＭＤＳＣ－１９６,高雄市苓雅區 建國一路３０６號１樓
台灣麥當勞ＭＤＳＣ－１９８,高雄市小港區 沿海一路５７號
台灣麥當勞ＭＤＳＣ－２２１,高雄市鳥松區 中正路２５１號
台灣麥當勞ＭＤＳＣ－２５５,高雄市林園區 沿海路２段３００號
台灣麥當勞ＭＤＳＣ－２６４,高雄市楠梓區 後昌路１０９號１樓
台灣麥當勞ＭＤＳＣ－２６６,高雄市路竹區 中山路１１９９號
台灣麥當勞ＭＤＳＣ－２８９,高雄市前鎮區 瑞隆路４３２號１樓
台灣麥當勞ＭＤＳＣ－２９７,高雄市旗山區 中華路６３６號１樓
台灣麥當勞ＭＤＳＣ－３１６,高雄市岡山區 中山北路８９號
台灣麥當勞ＭＤＳＣ－３３１,高雄市三民區 天祥一路１５０號
台灣麥當勞ＭＤＳＣ－３４５,高雄市三民區 明誠二路５０號
台灣麥當勞ＭＤＳＣ－３６０,高雄市鼓山區 博愛二路３６３號
台灣麥當勞ＭＤＳＣ－３８３,高雄市鹽埕區 大勇路１２０號
台灣麥當勞ＭＤＳＣ－３９３,高雄市左營區 博愛三路２２５號
台灣麥當勞ＭＤＳＣ－３９８,高雄市三民區 建工路７３２號
台灣麥當勞ＭＤＳＣ－４０７,高雄市左營區 博愛二路２２６號
台灣麥當勞ＭＤＳＣ－４１９,高雄市三民區 澄清路５５０號
台灣麥當勞ＭＤＳＣ－４５８,高雄市左營區 民族一路１０２６號
台灣麥當勞ＭＤＳＣ－４６１,高雄市鳳山區 鳳頂路５０號
台灣麥當勞ＭＤＳＣ－４６５,高雄市三民區 建國三路１５號及１５之１號Ｂ１至４樓
台灣麥當勞ＭＤＳＣ－４８０,高雄市仁武區 鳳仁路９５之２５號
台灣麥當勞ＭＤＳＣ－４８１,高雄市岡山區 壽天路１２２之１及１２２之２號１至３樓
台灣麥當勞ＭＤＳＣ－４８２,高雄市橋頭區 成功南路２８１號
台灣麥當勞ＭＤＳＣ－４８４,高雄市鼓山區 美術東二路１５７及１５９號１至２樓
台灣麥當勞ＭＤＳＣ－５３４,高雄市楠梓區 宏昌里１３鄰後昌新路１１１號
台灣麥當勞ＭＤＳＣ－５４０,高雄市鳳山區 澄清路１２８號
台灣麥當勞ＭＤＳＣ－５４８,高雄市鼓山區 中華一路５３９號
台灣麥當勞ＭＤＳＣ－５６４,高雄市鳳山區 五甲二路５７９及５８１號
台灣麥當勞ＭＤＳＣ－５７４,高雄市左營區 博愛三路５３６號
台灣麥當勞ＭＯＰ－０２５,高雄市新興區 五福二路２５８號
台灣麥當勞ＭＯＰ－０２８,高雄市左營區 左營大路８１號
台灣麥當勞ＭＯＰ－０４８,高雄市鳳山區 中山路１７９號
台灣麥當勞ＭＯＰ－０６６,高雄市三民區 十全一路１９７號
台灣麥當勞ＭＯＰ－１２８,高雄市鳥松區 大埤路１２３號Ｂ１
台灣麥當勞ＭＯＰ－１５３,高雄市楠梓區 軍校路７９６號１樓
台灣麥當勞ＭＯＰ－１５５,高雄市三民區 河東路３５６號１樓
台灣麥當勞ＭＯＰ－１７３,高雄市三民區 陽明路６７號１樓
台灣麥當勞ＭＯＰ－１７６,高雄市三民區 九如一路７８０號
台灣麥當勞ＭＯＰ－１８３,高雄市楠梓區 建楠路１６０號
台灣麥當勞ＭＯＰ－１９６,高雄市苓雅區 建國一路３０６號１樓
台灣麥當勞ＭＯＰ－１９８,高雄市小港區 沿海一路５７號
台灣麥當勞ＭＯＰ－２１５,高雄市前鎮區 一心一路３７４號１樓
台灣麥當勞ＭＯＰ－２２１,高雄市鳥松區 中正路２５１號
台灣麥當勞ＭＯＰ－２５５,高雄市林園區 沿海路２段３００號
台灣麥當勞ＭＯＰ－２６４,高雄市楠梓區 後昌路１０９號１樓
台灣麥當勞ＭＯＰ－２６６,高雄市路竹區 中山路１１９９號
台灣麥當勞ＭＯＰ－２８３,高雄市大寮區 鳳林四路２３８號１、２樓
台灣麥當勞ＭＯＰ－２８９,高雄市前鎮區 瑞隆路４３２號１樓
台灣麥當勞ＭＯＰ－２９７,高雄市旗山區 中華路６３６號１樓
台灣麥當勞ＭＯＰ－３０６,高雄市鳳山區 光遠路２６２－１號１、２樓
台灣麥當勞ＭＯＰ－３１６,高雄市岡山區 中山北路８９號
台灣麥當勞ＭＯＰ－３３１,高雄市三民區 天祥一路１５０號
台灣麥當勞ＭＯＰ－３４５,高雄市三民區 明誠二路５０號
台灣麥當勞ＭＯＰ－３６０,高雄市鼓山區 博愛二路３６３號
台灣麥當勞ＭＯＰ－３７２,高雄市鳳山區 建國路三段２號
台灣麥當勞ＭＯＰ－３８３,高雄市鹽埕區 大勇路１２０號
台灣麥當勞ＭＯＰ－３９３,高雄市左營區 博愛三路２２５號
台灣麥當勞ＭＯＰ－３９５,高雄市前鎮區 中華五路７８９號地下一樓
台灣麥當勞ＭＯＰ－３９８,高雄市三民區 建工路７３２號
台灣麥當勞ＭＯＰ－４０１,高雄市左營區 博愛二路７７７號Ｂ１
台灣麥當勞ＭＯＰ－４０７,高雄市左營區 博愛二路２２６號
台灣麥當勞ＭＯＰ－４１６,高雄市大樹區 學城路１段１２號Ｃ棟３樓
台灣麥當勞ＭＯＰ－４１９,高雄市三民區 澄清路５５０號
台灣麥當勞ＭＯＰ－４５８,高雄市左營區 民族一路１０２６號
台灣麥當勞ＭＯＰ－４６１,高雄市鳳山區 鳳頂路５０號
台灣麥當勞ＭＯＰ－４６５,高雄市三民區 建國三路１５號及１５之１號Ｂ１至４樓
台灣麥當勞ＭＯＰ－４８０,高雄市仁武區 鳳仁路９５之２５號
台灣麥當勞ＭＯＰ－４８１,高雄市岡山區 壽天路１２２之１及１２２之２號１至３樓
台灣麥當勞ＭＯＰ－４８２,高雄市橋頭區 成功南路２８１號
台灣麥當勞ＭＯＰ－４８４,高雄市鼓山區 美術東二路１５７及１５９號１至２樓
台灣麥當勞ＭＯＰ－５３４,高雄市楠梓區 宏昌里１３鄰後昌新路１１１號
台灣麥當勞ＭＯＰ－５４０,高雄市鳳山區 澄清路１２８號
台灣麥當勞ＭＯＰ－５４８,高雄市鼓山區 中華一路５３９號
台灣麥當勞ＭＯＰ－５６４,高雄市鳳山區 五甲二路５７９及５８１號
台灣麥當勞ＭＯＰ－５７４,高雄市左營區 博愛三路５３６號
台灣麥當勞ＭＯＰ－５９６,高雄市楠梓區 德中路６６６號
台灣麥當勞ＳＯＫ　－　０４８,高雄市鳳山區 中山路１７９號
台灣麥當勞ＳＯＫ　－　２９７,高雄市旗山區 中華路６３６號１樓至２樓
台灣麥當勞ＳＯＫ　－　３９８,高雄市三民區 建工路７３２號
台灣麥當勞ＳＯＫ　－　４０７,高雄市左營區 博愛二路２２６號
台灣麥當勞ＳＯＫ　－　４８４,高雄市鼓山區 美術東二路１５７及１５９號１至２樓
台灣麥當勞ＳＯＫ　－　５４０,高雄市鳳山區 澄清路１２８號
台灣麥當勞ＳＯＫ－０２５,高雄市新興區 五福二路２５８號１至４樓
台灣麥當勞ＳＯＫ－０２８,高雄市左營區 左營大路８１號１、２樓
台灣麥當勞ＳＯＫ－０６６,高雄市三民區 十全一路１９７號
台灣麥當勞ＳＯＫ－１２８,高雄市鳥松區 大埤路１２３號Ｂ１
台灣麥當勞ＳＯＫ－１５３,高雄市楠梓區 軍校路７９６號１樓
台灣麥當勞ＳＯＫ－１７３,高雄市三民區 陽明路６７號１樓
台灣麥當勞ＳＯＫ－１７６,高雄市三民區 九如一路７８０號
台灣麥當勞ＳＯＫ－１８３,高雄市楠梓區 建楠路１６０號
台灣麥當勞ＳＯＫ－１９８,高雄市小港區 沿海一路５７號
台灣麥當勞ＳＯＫ－２１５,高雄市前鎮區 一心一路３７４號１樓
台灣麥當勞ＳＯＫ－２５５,高雄市林園區 沿海路２段３００號
台灣麥當勞ＳＯＫ－２６４,高雄市楠梓區 後昌路１０９號１樓
台灣麥當勞ＳＯＫ－２６６,高雄市路竹區 中山路１１９９號
台灣麥當勞ＳＯＫ－２８９,高雄市前鎮區 瑞隆路４３２號１樓
台灣麥當勞ＳＯＫ－３１６,高雄市岡山區 中山北路８９號
台灣麥當勞ＳＯＫ－３３１,高雄市三民區 天祥一路１５０號
台灣麥當勞ＳＯＫ－３４５,高雄市三民區 明誠二路５０號
台灣麥當勞ＳＯＫ－３６０,高雄市鼓山區 博愛二路３６３號
台灣麥當勞ＳＯＫ－３９３,高雄市左營區 博愛三路２２５號
台灣麥當勞ＳＯＫ－３９５,高雄市前鎮區 中華五路７８９號Ｂ１
台灣麥當勞ＳＯＫ－４１６,高雄市大樹區 學城路１段１２號Ｃ棟３樓
台灣麥當勞ＳＯＫ－４１９,高雄市三民區 澄清路５５０號
台灣麥當勞ＳＯＫ－４５８,高雄市左營區 民族一路１０２６號
台灣麥當勞ＳＯＫ－４６１,高雄市鳳山區 鳳頂路５０號
台灣麥當勞ＳＯＫ－４６５,高雄市三民區 建國三路１５號及１５之１號Ｂ１至４樓
台灣麥當勞ＳＯＫ－４８０,高雄市仁武區 鳳仁路９５之２５號
台灣麥當勞ＳＯＫ－４８１,高雄市岡山區 壽天路１２２之１及１２２之２號１至３樓
台灣麥當勞ＳＯＫ－４８２,高雄市橋頭區 成功南路２８１號
台灣麥當勞ＳＯＫ－５３４,高雄市楠梓區 宏昌里１３鄰後昌新路１１１號
台灣麥當勞ＳＯＫ－５４８,高雄市鼓山區 中華一路５３９號
台灣麥當勞ＳＯＫ－５６４,高雄市鳳山區 五甲二路５７９及５８１號
台灣麥當勞ＳＯＫ－５７４,高雄市左營區 博愛三路５３６號
台灣麥當勞ＳＯＫ－５９６,高雄市楠梓區 德中路６６６號
台灣麥當勞餐廳　－　５４０,高雄市鳳山區 澄清路１２８號
台灣麥當勞餐廳　－　５６４,高雄市鳳山區 五甲二路５７９及５８１號
台灣麥當勞餐廳－０２５,高雄市新興區 五福二路２５８號
台灣麥當勞餐廳－０２８,高雄市左營區 左營大路８１號
台灣麥當勞餐廳－０４８,高雄市鳳山區 中山路１７９號
台灣麥當勞餐廳－０６６,高雄市三民區 十全一路１９７號
台灣麥當勞餐廳－１２８,高雄市鳥松區 大埤路１２３號Ｂ１
台灣麥當勞餐廳－１５３,高雄市楠梓區 軍校路７９６號１樓
台灣麥當勞餐廳－１５５,高雄市前金區 河東路３５６號１樓
台灣麥當勞餐廳－１７３,高雄市三民區 陽明路６７號１樓
台灣麥當勞餐廳－１７６,高雄市三民區 九如一路７８０號
台灣麥當勞餐廳－１８３,高雄市楠梓區 建楠路１６０號
台灣麥當勞餐廳－１９６,高雄市苓雅區 建國一路３０６號１樓
台灣麥當勞餐廳－１９６,高雄市苓雅區 建國一路３０６號
台灣麥當勞餐廳－１９６（ＳＯＫ）,高雄市苓雅區 建國一路３０６號
台灣麥當勞餐廳－１９８,高雄市小港區 沿海一路５７號
台灣麥當勞餐廳－２１５,高雄市前鎮區 一心一路３７４號１樓
台灣麥當勞餐廳－２２１,高雄市鳥松區 中正路２５１號
台灣麥當勞餐廳－２２１,高雄市鳥松區 中正路２５１號
台灣麥當勞餐廳－２２１（ＳＯＫ）,高雄市鳥松區 中正路２５１號
台灣麥當勞餐廳－２５５,高雄市林園區 沿海路２段３００號
台灣麥當勞餐廳－２６４,高雄市楠梓區 後昌路１０９號１樓
台灣麥當勞餐廳－２６６,高雄市路竹區 中山路１１９９號
台灣麥當勞餐廳－２８３,高雄市大寮區 鳳林四路２３８號１、２樓
台灣麥當勞餐廳－２８９,高雄市前鎮區 瑞隆路４３２號１樓
台灣麥當勞餐廳－２９７,高雄市旗山區 中華路６３６號１樓
台灣麥當勞餐廳－３０６,高雄市鳳山區 光遠路２６２之１號１、２樓
台灣麥當勞餐廳－３１６,高雄市岡山區 中山北路８９號
台灣麥當勞餐廳－３３１,高雄市三民區 天祥一路１５０號
台灣麥當勞餐廳－３４５,高雄市三民區 明誠二路５０號
台灣麥當勞餐廳－３６０,高雄市鼓山區 博愛二路３６３號
台灣麥當勞餐廳－３７２,高雄市鳳山區 建國路３段２號
台灣麥當勞餐廳－３７２（ｓｏｋ）,高雄市鳳山區 建國路３段２號
台灣麥當勞餐廳－３８３,高雄市鹽埕區 大勇路１２０號
台灣麥當勞餐廳－３８３,高雄市鹽埕區 大勇路１２０號
台灣麥當勞餐廳－３８３,高雄市鹽埕區 大勇路１２０號
台灣麥當勞餐廳－３９３,高雄市左營區 博愛三路２２５號
台灣麥當勞餐廳－３９５,高雄市前鎮區 中華五路７８９號地下一樓
台灣麥當勞餐廳－３９８,高雄市三民區 建工路７３２號
台灣麥當勞餐廳－４０１,高雄市左營區 博愛二路７７７號Ｂ１
台灣麥當勞餐廳－４０７,高雄市左營區 博愛二路２２６號
台灣麥當勞餐廳－４１６,高雄市大樹區 學城路１段１２號Ｃ棟３樓
台灣麥當勞餐廳－４１９,高雄市三民區 澄清路５５０號
台灣麥當勞餐廳－４２１,高雄市左營區 高鐵路１１５號３樓
台灣麥當勞餐廳－４５８,高雄市左營區 民族一路１０２６號
台灣麥當勞餐廳－４６１,高雄市鳳山區 鳳頂路５０號
台灣麥當勞餐廳－４６５,高雄市三民區 建國三路１５號及１５之１號Ｂ１至４樓
台灣麥當勞餐廳－４８０,高雄市仁武區 鳳仁路９５之２５號
台灣麥當勞餐廳－４８１,高雄市岡山區 壽天路１２２之１及１２２之２號１至３樓
台灣麥當勞餐廳－４８２,高雄市橋頭區 成功南路２８１號
台灣麥當勞餐廳－４８４,高雄市鼓山區 美術東二路１５７及１５９號１至２樓
台灣麥當勞餐廳－５３４,高雄市楠梓區 宏昌里１３鄰後昌新路１１１號
台灣麥當勞餐廳－５４８,高雄市鼓山區 中華一路５３９號
台灣麥當勞餐廳－５７４,高雄市左營區 博愛三路５３６號
台灣麥當勞餐廳－５９６,高雄市楠梓區 德中路６６６號
台灣麥當勞餐廳－６０８,高雄市苓雅區 五福一路４０號
台灣麥當勞餐廳ＭＤＳＣ－６０８,高雄市苓雅區 五福一路４０號
台灣麥當勞餐廳ＭＯＰ－６０８,高雄市苓雅區 五福一路４０號
台灣麥當勞餐廳ＳＯＫ－２８３,高雄市大寮區 鳳林四路２３８號１、２樓
台灣麥當勞餐廳ＳＯＫ－３０６,高雄市鳳山區 光遠路２６２之１號１、２樓
台灣麥當勞餐廳ＳＯＫ－６０８,高雄市苓雅區 五福一路４０號
台灣麥當勞歡樂送　－　５４０,高雄市鳳山區 澄清路１２８號
台灣麥當勞歡樂送　－　５４８,高雄市鼓山區 中華一路５３９號
台灣麥當勞歡樂送－０２５,高雄市新興區 五福二路２５８號１至４樓
台灣麥當勞歡樂送－０２８,高雄市左營區 左營大路８１號
台灣麥當勞歡樂送－０４８,高雄市鳳山區 中山路１７９號
台灣麥當勞歡樂送－０６６,高雄市三民區 十全一路１９７號１至３樓
台灣麥當勞歡樂送－１５３,高雄市楠梓區 軍校路７９６號１樓
台灣麥當勞歡樂送－１８３,高雄市楠梓區 建楠路１６０號
台灣麥當勞歡樂送－１９８,高雄市小港區 沿海一路５７號
台灣麥當勞歡樂送－２５５,高雄市林園區 沿海路２段３００號
台灣麥當勞歡樂送－２６４,高雄市楠梓區 後昌路１０９號１樓
台灣麥當勞歡樂送－２６６,高雄市路竹區 中山路１１９９號１樓
台灣麥當勞歡樂送－２８９,高雄市前鎮區 瑞隆路４３２號１樓
台灣麥當勞歡樂送－２９７,高雄市旗山區 中華路６３６號１、２樓
台灣麥當勞歡樂送－３１６,高雄市岡山區 中山北路８９號
台灣麥當勞歡樂送－３３１,高雄市三民區 天祥一路１５０號
台灣麥當勞歡樂送－３４５,高雄市三民區 明誠二路５０號
台灣麥當勞歡樂送－３６０,高雄市鼓山區 博愛二路３６３號
台灣麥當勞歡樂送－３９３,高雄市左營區 博愛三路２２５號
台灣麥當勞歡樂送－３９８,高雄市三民區 建工路７３２號
台灣麥當勞歡樂送－４０７,高雄市左營區 博愛二路２２６號
台灣麥當勞歡樂送－４１９,高雄市三民區 澄清路５５０號
台灣麥當勞歡樂送－４５８,高雄市左營區 民族一路１０２６號
台灣麥當勞歡樂送－４６１,高雄市鳳山區 鳳頂路５０號
台灣麥當勞歡樂送－４６５,高雄市三民區 建國三路１５、１５之１號
台灣麥當勞歡樂送－４８０,高雄市仁武區 鳳仁路９５之２５號
台灣麥當勞歡樂送－４８１,高雄市岡山區 壽天路１２２之１、１２２之２號１至３樓
台灣麥當勞歡樂送－４８２,高雄市橋頭區 成功南路２８１號
台灣麥當勞歡樂送－４８４,高雄市鼓山區 美術東二路１５７、１５９號
台灣麥當勞歡樂送－５３４,高雄市楠梓區 宏昌里１３鄰後昌新路１１１號
台灣麥當勞歡樂送－５６４,高雄市鳳山區 五甲二路５７９、５８１號
台灣普客二四股份有限公司ＵＮＩＱＬＯ高雄楠梓店停車,高雄市楠梓區 援中路５８６號
台灣普客二四股份有限公司全聯高雄小港松園店停車場,高雄市小港區 松園二路１號旁
台灣普客二四股份有限公司全聯高雄仁武水管店停車場,高雄市仁武區 水管路三段２、６、８、１０號停車場
台灣普客二四股份有限公司全聯高雄岡山平和店停車場,高雄市岡山區 平和路１７號旁
台灣普客二四股份有限公司全聯高雄林園三店停車場,高雄市林園區 林園北路４９５巷１號旁
台灣普客二四股份有限公司全聯高雄前鎮廣東三店停車場,高雄市前鎮區 廣東三街１１０號旁
台灣普客二四股份有限公司全聯高雄新興中正三店停車場,高雄市新興區 中正三路１０１號
台灣普客二四股份有限公司全聯高雄瑞祥店停車場,高雄市前鎮區 崗山西街２０６號
台灣普客二四股份有限公司長宏大順停車場,高雄市苓雅區 大順三路１６２巷５號對面
台灣普客二四股份有限公司高雄七賢成功停車場,高雄市前金區 七賢二路３１４號西側空地
台灣普客二四股份有限公司高雄八德洛陽停車場,高雄市新興區 八德一路與洛陽街交叉口
台灣普客二四股份有限公司高雄大同瑞源停車場,高雄市前金區 瑞源路５號旁
台灣普客二四股份有限公司高雄大昌二路停車場,高雄市三民區 大昌二路４２０巷７號旁
台灣普客二四股份有限公司高雄大裕大豐停車場,高雄市三民區 大裕路２００號旁
台灣普客二四股份有限公司高雄大學二十街停車場,高雄市楠梓區 藍田西段１４３地號（高雄市楠梓區大學二十街３２號附近）
台灣普客二四股份有限公司高雄大興大裕停車場,高雄市三民區 大興街與大裕路交叉口
台灣普客二四股份有限公司高雄大豐一路停車場,高雄市三民區 大豐一路７２號旁
台灣普客二四股份有限公司高雄中山二路停車場,高雄市前鎮區 中山二路１３號旁
台灣普客二四股份有限公司高雄中正一路停車場,高雄市苓雅區 中正一路２７７號旁
台灣普客二四股份有限公司高雄中正民族停車場,高雄市新興區 中正二路２５２號旁
台灣普客二四股份有限公司高雄中正自立停車場,高雄市新興區 中正四路６２號旁
台灣普客二四股份有限公司高雄仁武仁忠路停車場,高雄市仁武區 仁忠路５７號旁停車場
台灣普客二四股份有限公司高雄仁武文教街停車場,高雄市仁武區 文教街１８０號旁
台灣普客二四股份有限公司高雄仁武霞海南三街停車場,高雄市仁武區 霞海南三街１６號旁
台灣普客二四股份有限公司高雄仁德街停車場,高雄市苓雅區 仁德街１４４之５號旁
台灣普客二四股份有限公司高雄仁德街第２停車場,高雄市前金區 仁德街２１０號旁
台灣普客二四股份有限公司高雄天祥一路停車場,高雄市三民區 天祥一路１４８號旁
台灣普客二四股份有限公司高雄文才街停車場,高雄市左營區 文才街２９６號旁
台灣普客二四股份有限公司高雄文天路停車場,高雄市左營區 重義路１１號旁
台灣普客二四股份有限公司高雄文守路停車場,高雄市左營區 文守路６５號旁
台灣普客二四股份有限公司高雄文自路第２停車場,高雄市左營區 文自路８７號旁
台灣普客二四股份有限公司高雄文育路停車場,高雄市左營區 文育路３２號旁
台灣普客二四股份有限公司高雄文府重和停車場,高雄市左營區 文府路７６號旁
台灣普客二四股份有限公司高雄文康至真停車場,高雄市左營區 文康路１６號旁
台灣普客二四股份有限公司高雄文強崇德停車場,高雄市左營區 文強路與崇德路交叉口
台灣普客二四股份有限公司高雄文萊路停車場,高雄市左營區 文萊路３９１號對面
台灣普客二四股份有限公司高雄文樂街停車場,高雄市三民區 本揚里文樂街１２６號旁
台灣普客二四股份有限公司高雄文學路停車場,高雄市左營區 文學路６６０號旁
台灣普客二四股份有限公司高雄文濱路停車場,高雄市三民區 文濱路７０號旁
台灣普客二四股份有限公司高雄文麗至真停車場,高雄市左營區 文麗街３１號旁
台灣普客二四股份有限公司高雄北安街停車場,高雄市三民區 北安街２０號旁停車場
台灣普客二四股份有限公司高雄巨蛋前第２停車場,高雄市左營區 新榮街１５１號旁
台灣普客二四股份有限公司高雄正忠春陽停車場,高雄市三民區 正忠路與春陽街交叉口停車場
台灣普客二四股份有限公司高雄民主橫路第３停車場,高雄市新興區 民主橫路５６號旁
台灣普客二四股份有限公司高雄民生中華停車場,高雄市前金區 民生二路與光復三街４巷交叉口
台灣普客二四股份有限公司高雄民權二路停車場,高雄市前鎮區 民權二路５８７號旁停車場
台灣普客二四股份有限公司高雄立中路第２停車場,高雄市左營區 立中路７６巷６０號旁
台灣普客二四股份有限公司高雄立信路停車場,高雄市左營區 立信路１３２巷７號旁
台灣普客二四股份有限公司高雄光武淵源停車場,高雄市三民區 光武路與淵源街交叉口
台灣普客二四股份有限公司高雄光復一街停車場,高雄市前金區 光復一街２１號旁
台灣普客二四股份有限公司高雄光復三街停車場,高雄市前金區 光復三街１０號旁
台灣普客二四股份有限公司高雄安吉富國停車場,高雄市左營區 安吉街９０號旁
台灣普客二四股份有限公司高雄至真路停車場,高雄市左營區 至真路１５３號旁空地
台灣普客二四股份有限公司高雄至聖路停車場,高雄市鼓山區 博愛二路９９號旁
台灣普客二四股份有限公司高雄克武路停車場,高雄市三民區 克武路２６５號旁
台灣普客二四股份有限公司高雄育英街停車場,高雄市三民區 育英街１６號旁
台灣普客二四股份有限公司高雄車站前停車場,高雄市三民區 安寧街與站西路交叉口
台灣普客二四股份有限公司高雄岡山捷安路商場停車場,高雄市岡山區 捷安路２７號附設停車場
台灣普客二四股份有限公司高雄延吉街停車場,高雄市三民區 延吉街７５號旁停車場
台灣普客二四股份有限公司高雄旺耀商場停車場,高雄市三民區 澄清路４４２號
台灣普客二四股份有限公司高雄昇平街停車場,高雄市苓雅區 田西里昇平街７６號對面
台灣普客二四股份有限公司高雄昌盛路第２停車場,高雄市鼓山區 昌盛路３５號旁
台灣普客二四股份有限公司高雄松江同盟停車場,高雄市三民區 松江街４２６號對面
台灣普客二四股份有限公司高雄松江朝陽停車場,高雄市三民區 松江街１０６號旁
台灣普客二四股份有限公司高雄林森六合停車場,高雄市新興區 林森一路２２７號旁
台灣普客二四股份有限公司高雄長生文武停車場,高雄市前金區 長生街６號旁
台灣普客二四股份有限公司高雄青年二路停車場,高雄市前金區 青年二路９８號旁
台灣普客二四股份有限公司高雄南屏路停車場,高雄市左營區 南屏路２６３巷５８號附近
台灣普客二四股份有限公司高雄南屏路第４停車場,高雄市左營區 南屏路２６３巷２７號對面
台灣普客二四股份有限公司高雄南華橫二路第２停車場,高雄市新興區 南華橫二路１２３號旁停車場
台灣普客二四股份有限公司高雄哈爾濱宣化停車場,高雄市三民區 哈爾濱街與宣化街交叉口
台灣普客二四股份有限公司高雄城西街停車場,高雄市苓雅區 城西街及永興街交叉口
台灣普客二四股份有限公司高雄美術東四路【月租】停車,高雄市鼓山區 美術東四路４１３號旁
台灣普客二四股份有限公司高雄重立孟子停車場,高雄市左營區 重立路與孟子路交叉口
